path	classification	reason_code	owner_plan	finding_ids	p0_disposition	project_exit_state
docs/prd/backend/14-MCPRuntime实现需求PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/15-SkillExecutor实现需求PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/16-Rust化Runtime模块评估PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/17-MCP长任务流式SSEPRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/18-失败自检恢复与Fallback控制层PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/19-表格上传编码兼容与表头规范化PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/20-对话文件本地资源文件系统PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/21-对话文件历史与智能选择PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/22-Skill运行闭环Workbench总纲PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/23-能力缺失LLMFallback披露PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/capability-missing-fallback/00-能力缺失LLMFallback披露总纲PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/capability-missing-fallback/01-阶段零-现状清理与基线锁定PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/capability-missing-fallback/02-阶段一-PlanMetadata契约PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/capability-missing-fallback/03-阶段二-后端FullFallback闭环PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/capability-missing-fallback/04-阶段三-前端Notice与历史恢复PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/capability-missing-fallback/05-阶段四-PartialFallback与Replanner审计PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/capability-missing-fallback/README.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/conversation-file-history-selection/00-对话文件历史与智能选择总纲PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/conversation-file-history-selection/01-阶段零-数据模型与Repository基线PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/conversation-file-history-selection/02-阶段一-上传删除强一致与历史展示PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/conversation-file-history-selection/03-阶段二-会话文件上下文与Memory安全PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/conversation-file-history-selection/04-阶段三-文件需求画像与SelectorShadowPRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/conversation-file-history-selection/05-阶段四-Selector消歧Interrupt与绑定PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/conversation-file-history-selection/06-阶段五-灰度发布审计与回归门禁PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/conversation-file-history-selection/README.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/failure-recovery/18-01-节点执行保护壳PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/failure-recovery/18-02-前端恢复体验PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/failure-recovery/18-03-审计与Sidecar可靠性PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/failure-recovery/18-04-LLMProviderFallback策略PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/failure-recovery/18-05-端到端验收与RolloutPRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/failure-recovery/README.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/postgresql-state-platform/01-Phase0-Driver与StatePlatformContractPRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/postgresql-state-platform/02-Phase1-PostgreSQLSchema与WriteQueueKernelPRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/postgresql-state-platform/03-Phase2-CommandHandlersReadStoreStateServicePRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/postgresql-state-platform/04-Phase3-RuntimeIntegrationFailClosedObservabilityPRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/postgresql-state-platform/05-Phase4-SQLiteToPostgreSQLMigrationCutoverPRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/postgresql-state-platform/README.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/postgresql-state-platform/adr-postgresql-driver.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/postgresql-state-platform/implementation-status.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/postgresql-state-platform/test-spec-01-Phase0-Driver与StatePlatformContract.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/postgresql-state-platform/test-spec-02-Phase1-PostgreSQLSchema与WriteQueueKernel.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/postgresql-state-platform/test-spec-03-Phase2-CommandHandlersReadStoreStateService.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/postgresql-state-platform/test-spec-04-Phase3-RuntimeIntegrationFailClosedObservability.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/postgresql-state-platform/test-spec-05-Phase4-SQLiteToPostgreSQLMigrationCutover.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/prompt-envelope/00-大语言模型提示词信封与缓存友好上下文组装总纲PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/prompt-envelope/01-阶段零-测试基线与旧行为锁定PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/prompt-envelope/02-阶段一-提示词信封核心模型与渲染器PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/prompt-envelope/03-阶段二-主代理信封字符串迁移PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/prompt-envelope/04-阶段三-对话记忆候选上下文化PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/prompt-envelope/05-阶段四-工具信息分层与能力公开档案安全PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/prompt-envelope/06-阶段五-多调用场景档案迁移PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/prompt-envelope/07-阶段六-消息原生运行时扩展PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/prompt-envelope/08-阶段七-供应商缓存与观测增强PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/prompt-envelope/README.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/skill-contract-progressive-disclosure/00-SkillContract渐进式披露与显式执行总纲PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/skill-contract-progressive-disclosure/01-SkillContract解析与注册PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/skill-contract-progressive-disclosure/02-InputSchema与SchemaSelectorPRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/skill-contract-progressive-disclosure/03-SkillResourceService按需读取PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/skill-contract-progressive-disclosure/04-PublicProfile与主代理适配PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/skill-contract-progressive-disclosure/05-SkillExecutorV2与SlotCollectionV2PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/skill-contract-progressive-disclosure/06-项目级Skill迁移PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/skill-contract-progressive-disclosure/07-文档API测试与旧路径删除PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/skill-contract-progressive-disclosure/README.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/skill-workbench/00-Skill运行闭环Workbench总纲PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/skill-workbench/01-阶段零-Workbench基座Policy与RuntimeStatePRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/skill-workbench/02-阶段一-内部Capability与ExecutorPRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/skill-workbench/03-阶段二-RuntimeWorkbenchLoop与FinalizerDigestPRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/skill-workbench/04-阶段三-事件GraphPrompt脱敏PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/skill-workbench/05-阶段四-Contract质量策略与健康诊断PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/skill-workbench/README.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/table-upload-normalization/00-表格上传编码兼容与表头规范化总纲PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/table-upload-normalization/01-阶段零-测试基线与旧行为锁定PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/table-upload-normalization/02-阶段一-CSV与JSON规范化核心PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/table-upload-normalization/03-阶段二-Excel解析与Spreadsheet元数据PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/table-upload-normalization/04-阶段三-Sheet选择Interrupt与ResumePRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/table-upload-normalization/05-阶段四-前端API文档与发布门禁PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/table-upload-normalization/README.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/unified-agent-loop/00-统一同模型AgentLoop总纲PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/unified-agent-loop/01-阶段零-现状基线与AgentModelContractPRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/unified-agent-loop/02-阶段一-AgentRunAgentItem与TaskLease存储PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/unified-agent-loop/03-阶段二-InvocationKernel与SkillMCP适配PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/unified-agent-loop/04-阶段三-核心AgentLoop与FinalOutputPRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/unified-agent-loop/05-阶段四-WaitingContinuation与RecoveryPRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/unified-agent-loop/06-阶段五-APISSEFrontend与Observability适配PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/unified-agent-loop/07-阶段六-全入口CleanCutover与DAGRuntime删除PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/unified-agent-loop/08-阶段七-破坏性Schema删除与最终门禁PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/unified-agent-loop/README.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/unified-agent-loop/active-prd-inventory.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/unified-agent-loop/cutover-readiness.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/unified-agent-loop/dag-runtime-deletion-report.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/backend/unified-agent-loop/destructive-migration-evidence.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/frontend/00-前端业务对话台PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/frontend/README.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/frontend/current_task_refresh_restore/01-current-task-refresh-restore.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/frontend/current_task_refresh_restore/test-spec-current-task-refresh-restore.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/frontend/deferred-message-upload/01-deferred-message-upload-prd.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/frontend/deferred-message-upload/test-spec-deferred-message-upload.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/frontend/slash-skill-command/01-frontend-slash-skill-command-mvp.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/frontend/slash-skill-command/02-pending-skill-context-continuation.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/frontend/slash-skill-command/README.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/rust/00-Rust化总览与拆分索引PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/rust/01-Rust工具链构建发布与质量门禁PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/rust/02-Core与LifecycleKernelPRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/rust/03-DispatcherStoreEventSidecarPRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/rust/04-SkillRuntime与SkillOwnedRust接入PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/rust/05-MCPRuntimeRustSidecarPRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/rust/06-ArtifactUploadAuthDataAccessKernelPRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/rust/07-OrchestrationDeterministicKernel与热点优化PRD.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/rust/README.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/rust/evidence/prd03/README.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/rust/evidence/prd03/runtime_sidecar_release_gates.json	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/rust/evidence/prd04/README.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/rust/evidence/prd04/skill_runtime_release_gates.json	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/rust/evidence/prd05/README.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/rust/evidence/prd05/mcp_runtime_release_gates.json	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/rust/evidence/prd06/safety_kernel_release_gates.json	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/rust/evidence/prd07/README.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/prd/rust/evidence/prd07/orchestration_hotspot_release_gates.json	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/runbooks/postgresql-state-platform.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/runbooks/seedpilot-subpath-deployment-plan.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/runbooks/user-mcp-gateway.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/runbooks/user-mcp-phase3-rollout.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/superpowers/specs/2026-05-18-multi-skill-final-only-answer-design.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/superpowers/specs/2026-05-18-transient-skill-status-lines-design.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/superpowers/specs/2026-05-19-mcp-four-version-client-compatibility-matrix-design.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/superpowers/specs/2026-05-19-mcp-official-sdk-client-compatibility-design.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/superpowers/specs/2026-05-20-api-doc-html-ui-redesign.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/superpowers/specs/2026-05-20-current-task-refresh-restore-design.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/superpowers/specs/2026-05-20-frontend-slash-skill-command-design.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/superpowers/specs/2026-05-25-authorization-username-auth-design.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/superpowers/specs/2026-05-25-legacy-auth-context-removal-design.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/superpowers/specs/2026-05-26-assistant-history-final-answer-event-filter-design.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/superpowers/specs/2026-05-26-postgresql-state-platform-deadlock-design.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/superpowers/specs/2026-05-26-sse-auth-generation-invalidation-design.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/superpowers/specs/2026-05-26-strong-conversation-delete-design.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/superpowers/specs/2026-05-26-write-after-completion-streaming-design.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/superpowers/specs/2026-05-27-model-edition-trim-budget-design.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/superpowers/specs/2026-05-27-sqlquery-row-limit-soft-trim-design.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/superpowers/specs/2026-05-28-llm-prompt-envelope-cache-aware-design.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/superpowers/specs/2026-05-28-soft-skill-binding-design.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/superpowers/specs/2026-05-29-agent-infrastructure-dedup-cleanup-design.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/superpowers/specs/2026-06-03-composer-safe-autofocus-design.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/superpowers/specs/2026-06-03-historical-artifact-restoration-design.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/superpowers/specs/2026-06-04-skill-slot-dialogue-design.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/superpowers/specs/2026-06-08-v2-slot-state-machine-design.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/superpowers/specs/2026-06-09-interrupt-clarification-turn-design.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/superpowers/specs/2026-06-15-sqlquery-entity-aware-probe-design.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/superpowers/specs/2026-06-15-sqlquery-llm-schema-resolution-design.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/superpowers/specs/2026-06-16-conversation-file-resource-refactor-design.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/superpowers/specs/2026-06-25-model-reasoning-effort-design.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/superpowers/specs/2026-07-10-chat-formula-rendering-design.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/superpowers/specs/2026-07-10-seedpilot-public-assets-design.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/superpowers/specs/2026-07-15-docker-cmd-local-only-protection-design.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/superpowers/specs/2026-08-12-user-scoped-mcp-routing-execution-design.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/superpowers/specs/2026-08-13-user-mcp-cp7-manual-retirement-design.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/superpowers/specs/2026-08-14-maf-master-key-domain-derivation-design.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/superpowers/specs/2026-08-14-user-mcp-cp7a-lean-design.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/superpowers/specs/2026-08-17-dollar-mcp-server-soft-binding-design.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/superpowers/specs/2026-08-17-dollar-mcp-server-soft-binding-implementation-plan.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/superpowers/specs/2026-08-17-public-http-user-mcp-endpoint-policy-design.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/superpowers/specs/2026-08-18-mcp-approval-event-stream-resubscribe-design.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/superpowers/specs/2026-08-18-mcp-dispatch-aggregate-recovery-hardening-design.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
docs/superpowers/specs/2026-08-18-mcp-dispatch-aggregate-recovery-hardening-implementation-plan.md	explicit_out_of_scope	documentation	NA	-	out_of_scope	NA
